Synthesis Time (min),Toughness (MJ/m³)
0.2890220047842096,8.787705359094517,0.1% Paraffin oil/SAN24
1.229303544802951,8.73662501853466,0.1% Paraffin oil/SAN24
2.734500263632278,11.112421588004308,0.1% Paraffin oil/SAN24
11.324157921322799,34.63749384127854,0.1% Paraffin oil/SAN24
13.61380740510943,70.47640787084886,0.1% Paraffin oil/SAN24
0.2890220047842096,-2.2273445009098065,0.78% Paraffin oil/SAN24
1.229303544802951,-2.002865415500959,0.78% Paraffin oil/SAN24
2.734500263632278,-2.2774482054357392,0.78% Paraffin oil/SAN24
11.324157921322799,-2.393509215046292,0.78% Paraffin oil/SAN24
13.61380740510943,-0.7320288365823631,0.78% Paraffin oil/SAN24
