Nanoparticle Volume (%),Intrinsic Viscosity (dl/g)
1.3749093133609391,1.9188276784851863,PANa
7.505862389318563,1.623894659553444,PANa
14.531188538225557,1.4267796345212873,PANa
15.93294720021965,1.3922438035608744,PANa
19.008365136379474,1.3249255820219261,PANa
1.3749093133609391,-4.525778636553073,Polyurethane
7.505862389318563,3.5749186573221223,Polyurethane
14.531188538225557,37.228381725375215,Polyurethane
15.93294720021965,363.50791367669234,Polyurethane
19.008365136379474,604.6421743087774,Polyurethane
1.3749093133609391,-1.6687484560514743,Polystyrene
7.505862389318563,-2.355050412912498,Polystyrene
14.531188538225557,-2.434171677484248,Polystyrene
15.93294720021965,-2.4390839978012817,Polystyrene
19.008365136379474,-2.44390623166289,Polystyrene
1.3749093133609391,-0.42952041878445435,P(BA-a)
7.505862389318563,1.886070601194635,P(BA-a)
14.531188538225557,3.41316684405108,P(BA-a)
15.93294720021965,2.802192286052394,P(BA-a)
19.008365136379474,5.6081943732015125,P(BA-a)
