Solvent Concentration (M),Thermal Resistance (K/W)
5.635220359100471,-2.592291175500846,
8.500998414335012,-2.725008489889506,
10.193247248765884,-2.815150924073461,
12.424896530211637,-2.8539476672597295,
16.070981345939217,-2.927638422009249,
5.635220359100471,-0.7518266974340477,
8.500998414335012,-0.8711701757578895,
10.193247248765884,-0.8936455751401771,
12.424896530211637,-0.9197510368193681,
16.070981345939217,-0.9357564289950487,
5.635220359100471,8.06369202566146,
8.500998414335012,8.052971849853682,
10.193247248765884,6.673706022894459,
12.424896530211637,9.42929843162727,
16.070981345939217,15.513308585925454,
5.635220359100471,6.155252142615065,
8.500998414335012,8.604326456203072,
10.193247248765884,28.59046324534392,
12.424896530211637,100.25714813466463,
16.070981345939217,-186.25648914185496,
5.635220359100471,-3.06347074950525,
8.500998414335012,-3.1834066143796624,
10.193247248765884,-3.2177655842225765,
12.424896530211637,-3.2367612406253556,
16.070981345939217,-3.2540007828906172,
