Nanoparticle Volume (%),Elongation At Break (%)
4.759390857853505,-4.7972817509625045,
6.758316590809825,-3.680953866100718,
14.504904718562644,-5.527991558049291,
17.025721706830332,-2.6250150815756306,
19.979853847033787,-6.636122477390294,
0,5.101855989929504,
3,5.7176381550991815,
10,36.76327726229695,
14,12.258359967684878,
17,120.40825821242946,
3.322666686284488,-4.75055314736996,
4.920727356995897,-4.99940550662998,
6.320654495135298,-3.2267795108693504,
14.88416535351247,-0.8886805159918243,
17.52105605571004,23.036872021034092,
