Drying Time (h),Compression Strength (MPa)
9.469514322126358,10.536270474022533,
10.585283922439189,34.553266417004004,
14.068890413623631,152.05706666663605,
15.555621194090739,52.8271871879223,
18.80716076118715,-50.90784531288966,
9.469514322126358,3.603348727756437,
10.585283922439189,4.041366047671147,
14.068890413623631,5.0984372582649895,
15.555621194090739,13.889667318640287,
18.80716076118715,-0.3091572705533956,
9.469514322126358,-4.1083071041617805,
10.585283922439189,-4.1202668630614765,
14.068890413623631,-4.148925513085276,
15.555621194090739,-4.154689294714163,
18.80716076118715,-4.160669788583073,
9.469514322126358,7.680365495250989,
10.585283922439189,34.39189334224968,
14.068890413623631,40.86468533298884,
15.555621194090739,-37.699943998449356,
18.80716076118715,-479.70880146454704,
