Nanoparticle Volume (%),Saturation Magnetization (A/m)
2.883173817439757,7.753592210069733,
7.041835388004962,10.304617865252911,
9.54975716799451,25.56216973371295,
12.907036599379367,78.92340618009783,
13.411655980973382,41.019541932944335,
18.89912925766898,484.89411515942857,
1.3935663127117093,-0.6958825793576487,
3.396232579745473,-1.101406453397035,
3.606681003131613,-1.051288747955998,
3.902323321835983,-1.118068787844675,
13.113212902358258,-1.4303997492903207,
19.839506134585335,-1.4477447551027172,
2,9.577406056039544,
7,16.911998998163405,
8,16.84948450419025,
12,40.95075499105337,
16,141.82831136311498,
17,-37.68120226291177,
