Drying Time (h),Peel Strength (N/m)
2.702707238458608,5.210725934105091,
16.883435780904886,6.228441473886769,
18.72016880864487,1.6942815613836082,
2.702707238458608,3.010960446336771,
16.883435780904886,2.544041556515108,
18.72016880864487,2.5417589980877273,
2.702707238458608,-3.8249601101408324,
16.883435780904886,5.645187065902796,
18.72016880864487,9.000485794139754,
2.702707238458608,-0.9696301915680778,
16.883435780904886,-1.6143910958521195,
18.72016880864487,-1.6457619626998574,
