Exposure Time (h),Tensile Modulus (GPa)
2.086813107351968,3.522830252400574,
4.6872077000072725,3.5933919061087933,
12.973214969324548,12.874561556749404,
16.671392177537047,5.306180163839398,
2.086813107351968,6.773667871081898,
4.6872077000072725,6.46569541072753,
12.973214969324548,6.28673893055528,
16.671392177537047,6.272011814025563,
2.086813107351968,4.323523349260645,
4.6872077000072725,5.289744077564796,
12.973214969324548,4.644738671179081,
16.671392177537047,11.602681565775184,
2.086813107351968,-2.871316749169177,
4.6872077000072725,-3.300029125987433,
12.973214969324548,-3.5471168574396783,
16.671392177537047,-3.561289495686775,
