vol% (%),Elastic Modulus (GPa)
2.6119409510520364,7.313641702123951,
13.767160880406733,6.76660538458694,
15.096385320272113,6.737803759560189,
15.305614433447767,6.739012549932374,
17.649609065231896,6.682416647931962,
19.374795786683396,6.655769310710328,
2.6119409510520364,-0.6511269549785115,
13.767160880406733,-1.0028298538921727,
15.096385320272113,-1.014718326330608,
15.305614433447767,-1.0397655817451221,
17.649609065231896,-1.078342592869333,
19.374795786683396,-1.107269956370383,
2.6119409510520364,0.7419090457991733,
13.767160880406733,0.3328050711530421,
15.096385320272113,0.3284511163866328,
15.305614433447767,0.3270128681859548,
17.649609065231896,0.322716197663175,
19.374795786683396,0.32079567981532847,
