Tensile Strength (MPa),Magnetic Anisotropy (J/m³)
6.835128466824694,-0.6800591816320007,
7.424770883384289,-0.6922384048015551,
13.046477040616914,-0.885150887352292,
17.53608240830744,-1.0072863400489953,
6.835128466824694,9.565686485262233,
7.424770883384289,14.144541899894698,
13.046477040616914,52.23230314008312,
17.53608240830744,184.80323552796943,
6.835128466824694,10.336676717542591,
7.424770883384289,13.62016062915864,
13.046477040616914,61.019150868831275,
17.53608240830744,116.29546190568202,
