Melting Temperature (°C),Shear Strength (MPa)
2.490280205804556,4.065370036326842,
12.20811419406727,3.5310984713063767,
12.771565225592045,3.5442412075221497,
15.491477760974607,3.464079357856928,
16.950236404648983,3.435850559946591,
19.825871899611453,3.3892861012865634,
2.490280205804556,-2.0587486941074884,
12.20811419406727,-1.1885168079546191,
12.771565225592045,2.478796650480815,
15.491477760974607,12.243436964742836,
16.950236404648983,-3.859503755416605,
19.825871899611453,-4.781087490473496,
2.490280205804556,-5.558076685227068,
12.20811419406727,-5.911672444343084,
12.771565225592045,-5.91665782441442,
15.491477760974607,-5.9283692467600275,
16.950236404648983,-5.931432468952444,
19.825871899611453,-5.935334933783818,
2.490280205804556,-5.807364999142326,
12.20811419406727,-6.261523575146232,
12.771565225592045,-6.259129490122057,
15.491477760974607,-6.336004358403113,
16.950236404648983,-6.377058412471814,
19.825871899611453,-6.41596200253564,
