Heat Treatment Time (h),Specific Heat (J/(g·K))
0.7219941412927788,-6.717192951383049,
1.1086625719520704,-6.810074770401238,
4.5403083615960105,-4.229356196216068,
10.885737476924124,15.40775376597737,
12.73486237269255,77.59602803607096,
14.098729919526408,83.82130807591764,
0.7219941412927788,8.621581918401857,
1.1086625719520704,8.421992814554889,
4.5403083615960105,8.1890487809314,
10.885737476924124,7.7529001158633575,
12.73486237269255,7.736158729266559,
14.098729919526408,7.711658450509173,
