Drying Time (h),Porosity (%)
4.831621852451839,3.1017643986445,
5.721041921061034,3.0149970668824864,
12.417227222116436,2.834196056756514,
15.449949539209275,2.8188391832330626,
18.980581722839208,2.8128875198269885,
4.831621852451839,6.187481015819476,
5.721041921061034,6.635740946247825,
12.417227222116436,22.2058382901454,
15.449949539209275,0.8707856388587327,
18.980581722839208,167.44073199065946,
4.831621852451839,6.963629198103674,
5.721041921061034,5.282702296802166,
12.417227222116436,41.246897487561284,
15.449949539209275,-49.71064859816367,
18.980581722839208,921.9728575963427,
4.831621852451839,3.8438776296675448,
5.721041921061034,4.189626146310738,
12.417227222116436,3.7826368080859503,
15.449949539209275,6.964903306600933,
18.980581722839208,10.980400447259022,
4.831621852451839,-2.446674556357171,
5.721041921061034,-2.5453922518490804,
12.417227222116436,-1.8075378331599872,
15.449949539209275,3.210202368097743,
18.980581722839208,-1.3646167008435603,
