Electric Field (V/m),Elastic Modulus (GPa)
0.9438714736499243,-0.31321537501544827,
9.791713388322442,-1.173604522700231,
16.369656798016777,-1.2178711775943183,
17.892625443928054,-1.2205078556563662,
0.9438714736499243,-4.135792824366733,
9.791713388322442,-4.95873877728124,
16.369656798016777,-5.008345484707437,
17.892625443928054,-5.0102817882076565,
0.9438714736499243,2.0811473284623663,
9.791713388322442,21.184646251072543,
16.369656798016777,156.86104854972584,
17.892625443928054,-211.803079295057,
0.9438714736499243,4.525622643371625,
9.791713388322442,3.9153577225573257,
16.369656798016777,3.8670725601062443,
17.892625443928054,3.8643503400783326,
0.9438714736499243,-2.1099159015989177,
9.791713388322442,-2.160735706891563,
16.369656798016777,1.9191422250231565,
17.892625443928054,-4.257192032149892,
