Stirring Speed (rpm),Shear Modulus (GPa)
3.194391888092374,-2.2964237517371093,
13.320009206121403,4.232799327390316,
15.665186932018395,1.7161736343153091,
17.91688510541526,8.008521180627268,
3.194391888092374,-3.51018967684766,
13.320009206121403,-3.794716630118169,
15.665186932018395,-3.803087878815807,
17.91688510541526,-3.8078699265126965,
3.194391888092374,9.309655514926433,
13.320009206121403,18.21789282135162,
15.665186932018395,87.39599439795796,
17.91688510541526,114.53702539984059,
3.194391888092374,4.57585354963506,
13.320009206121403,12.143994911468653,
15.665186932018395,7.588908665211929,
17.91688510541526,1.7525509155477472,
3.194391888092374,-5.555995379718282,
13.320009206121403,-5.6560928097612555,
15.665186932018395,7.291177617096999,
17.91688510541526,-4.728025890040842,
