filler labels,X-ray Diffraction Intensity
1.7051503352474362,8.615843352797054,graphene/EVA
8.506007907014633,9.128404685684355,graphene/EVA
11.541016013150749,11.442403093657934,graphene/EVA
1.7051503352474362,0.5170887938425386,single-walled CNTs/EVA
8.506007907014633,1.9401120648725385,single-walled CNTs/EVA
11.541016013150749,7.26532196047738,single-walled CNTs/EVA
1.7051503352474362,1.0713818182459298,Acetylene black/EVA
8.506007907014633,0.5467806169081997,Acetylene black/EVA
11.541016013150749,0.48754542052156413,Acetylene black/EVA
1.7051503352474362,-0.039937661388611545,SWCNTs/EVA
8.506007907014633,-0.46987044638248754,SWCNTs/EVA
11.541016013150749,-0.5956346300032869,SWCNTs/EVA
1.7051503352474362,-5.676809851670908,exfoliated graphite/EVA
8.506007907014633,-6.0455836507255585,exfoliated graphite/EVA
11.541016013150749,-6.092006728756313,exfoliated graphite/EVA
