Evaporation Temperature (°C),Peel Strength (N/m)
2.1830748567064617,2.3804804838225255,
6.983189663117891,2.2250006825425124,
7.350268907159103,2.230803677454749,
16.347027354550892,2.0076557979169647,
18.57469206562783,1.971598686241473,
2.1830748567064617,-0.8279716595959773,
6.983189663117891,-1.1314635303974874,
7.350268907159103,-1.1895589705775258,
16.347027354550892,-1.4797432698388848,
18.57469206562783,-1.5109801535080112,
2.1830748567064617,0.1546346537586647,
6.983189663117891,0.8249356613782011,
7.350268907159103,0.009739066968688315,
16.347027354550892,3.0410619827731225,
18.57469206562783,4.463215160567663,
2.1830748567064617,-2.0067530524628374,
6.983189663117891,6.891250173164767,
7.350268907159103,8.791139589249447,
16.347027354550892,-35.319797200294985,
18.57469206562783,563.209709743278,
2.1830748567064617,1.5514955491208375,
6.983189663117891,3.1165880735637677,
7.350268907159103,1.0535173299771805,
16.347027354550892,-5.537330717545788,
18.57469206562783,8.218709072073777,
