Dielectric Constant,Crystallinity (%)
0.25421352282406495,-5.880441922041134,
7.063007445142575,-6.419025479765702,
14.620654691139059,-6.716880347156088,
15.132224409778239,-6.7191238322784725,
15.271950022284802,-6.736717681035044,
15.370031380597958,-6.724833386784798,
0.9000227612970368,2.1142150763756358,
8.910676381734042,1.6880826192223595,
12.875138501395638,1.5777547341156062,
13.44170506914744,1.570396970225512,
18.592063717380917,1.452535772802685,
18.83234561781705,1.4520812487917063,
2,3.922388359595033,
7,12.756748225789309,
8,11.76573173871001,
12,62.38093450433809,
15,15.183513522804738,
19,212.03996625515958,
2.692516304450976,-1.5428986165079832,
7.096360735283733,-1.8419527267813158,
11.806717200417761,-1.932960214152596,
16.846186423212124,-1.955032324305408,
17.83369590274241,-1.9566803303281495,
19.776681451585517,-1.9587099221696203,
0.9208478124338049,7.88602648916814,
2.568634538190613,7.912957956826609,
11.882101761377024,7.5326878593137065,
16.795574616315857,7.436222592968324,
17.502494194716157,7.424107651754471,
17.831969634995314,7.414375013137421,
