vol%,Polarization Resistance (Ω·m²)
5,0.29844924358746183,
6,0.16987141149323437,
7,0.2049039459537414,
9,0.08148494528499362,
12,-0.017005145463162008,
18,-0.1368369709820665,
0,0.5382340094222611,
8,1.9746724922784455,
9,1.2593216496888426,
10,0.23099048811918488,
12,2.195493628966014,
17,0.6492247435241154,
2,-0.9433026985237325,
6,3.1542681477039167,
9,1.7581107265067555,
10,13.343724956781836,
16,318.62821275295533,
19,409.41321940038057,
1.5949788237369678,6.5102479002936136,
1.9896392084322656,6.01710085322356,
7.776842715877659,7.174067331358929,
13.40455459815033,9.759142792604177,
19.11456249830953,-14.86458859297076,
19.68921306478482,-6.79860959641781,
4.5066979280856305,8.657452706342113,
8.215001954105293,8.533389687208825,
10.54046014937552,20.468525968498888,
16.602969887646687,124.88333427626792,
16.91807675372547,134.49178018086513,
19.566840556867483,49.884393460839085,
