Stress (Pa),Passivation Current Density (A/m²)
5.898240688106055,4.373820597968784,
14.056335366174203,120.17813808890804,
14.785100390313143,120.08944735124564,
14.822236605484417,154.66271556419557,
15.801688972627456,32.48926365971891,
5.898240688106055,7.11124408246301,
14.056335366174203,72.215842633819,
14.785100390313143,68.27239394276847,
14.822236605484417,207.93081942174015,
15.801688972627456,76.10864869042697,
5.898240688106055,-2.9556926074338747,
14.056335366174203,-3.1225008400335987,
14.785100390313143,-3.125680478730298,
14.822236605484417,-3.125056497989066,
15.801688972627456,-3.128579345696316,
