Heat Treatment Time (h),Tg (°C)
7.032053784686722,-5.914696560849868,
13.029938832117626,-8.277769280403005,
13.818055654506836,-1.7184151019716651,
19.64683338961144,7.656036299435236,
7.032053784686722,6.840992345386837,
13.029938832117626,6.744610517884082,
13.818055654506836,6.740895074420381,
19.64683338961144,6.72822694973919,
7.032053784686722,5.7336606923353965,
13.029938832117626,13.583359576800488,
13.818055654506836,127.20798756542348,
19.64683338961144,957.9553760018155,
