Annealing Temperature (°C),Modulus Of Elasticity (GPa)
8.327645590648729,11.54368453444181,
14.570502560428844,32.76416358782975,
14.649127438327431,171.2055854619779,
14.769765085265366,97.18706164658519,
8.327645590648729,4.582688003979053,
14.570502560428844,-0.06506897724111838,
14.649127438327431,6.754086357443395,
14.769765085265366,8.234086163139205,
8.327645590648729,9.349766971942822,
14.570502560428844,45.29895370720503,
14.649127438327431,117.07236566470795,
14.769765085265366,190.56887195447507,
8.327645590648729,0.7413333087913561,
14.570502560428844,0.6670811625125187,
14.649127438327431,0.6664367970616923,
14.769765085265366,0.6656356751689472,
8.327645590648729,0.005428148413186132,
14.570502560428844,-0.050600969910398565,
14.649127438327431,-0.050874193549424455,
14.769765085265366,-0.05259157287425719,
