Time (s),Impact Strength (kJ/m²)
9.788889549005022,-6.2707237509259866,
11.632789283044431,-6.339773810907445,
18.095905974301193,-6.50403787731465,
18.20799103024905,-6.508412930263917,
19.399577738499936,-6.52215720626645,
9.788889549005022,8.085551512829964,
11.632789283044431,6.158423997378879,
18.095905974301193,2.553295946499712,
18.20799103024905,15.53481260828464,
19.399577738499936,23.504720236588334,
9.788889549005022,27.20657530326599,
11.632789283044431,24.581187237795557,
18.095905974301193,19.93304469401222,
18.20799103024905,741.0386523030752,
19.399577738499936,84.87924641220583,
