Incubation Temperature (°C),Particle Size Distribution
3.295325843807708,-7.610293022555326,
4.645761931429906,-7.702667522878917,
6.5553205432568795,-7.864246575461107,
9.642509785502218,-7.912720521251566,
10.021890360101175,-7.92205859870887,
14.656605279415363,-7.961874293065836,
3.295325843807708,5.0760503551298966,
4.645761931429906,4.937695785456002,
6.5553205432568795,4.875985560544082,
9.642509785502218,4.684736786883186,
10.021890360101175,4.633846397798736,
14.656605279415363,4.565243412948526,
3.295325843807708,4.859400893301012,
4.645761931429906,4.751786497168564,
6.5553205432568795,4.5941261923463745,
9.642509785502218,4.521539429605628,
10.021890360101175,4.5115889429659015,
14.656605279415363,4.480798079731267,
3.295325843807708,2.3512044502386935,
4.645761931429906,3.955169813723829,
6.5553205432568795,6.765308046819511,
9.642509785502218,23.76376785763687,
10.021890360101175,33.080510977957736,
14.656605279415363,-6.292980855606828,
3.295325843807708,-6.17858133503442,
4.645761931429906,-6.344894648721796,
6.5553205432568795,-6.460353929163697,
9.642509785502218,-6.532833871770682,
10.021890360101175,-6.529279900577778,
14.656605279415363,-6.568644200227957,
