Melting Temperature (°C),Impact Strength (kJ/m²)
0.6000818226417404,0.6584586063564211,
8.349685584397859,23.245707340282447,
10.913721868473257,39.014943960766246,
12.554048010747085,-6.597056710507349,
0.6000818226417404,-2.5241862159505466,
8.349685584397859,1.1751123585138163,
10.913721868473257,33.224325206430166,
12.554048010747085,101.26950822184111,
0.6000818226417404,0.028663769349031698,
8.349685584397859,-0.6954272732598464,
10.913721868473257,-0.736376684237054,
12.554048010747085,-0.7476309282624509,
0.6000818226417404,2.9535986579055162,
8.349685584397859,15.206108672745295,
10.913721868473257,13.711581992759317,
12.554048010747085,85.20358995668624,
