Aging Temperature (°C),Dielectric Loss
10.372039048091608,-2.092538920713764,
12.061700100889723,-2.6899415049023143,
13.892531481007499,1.0253784852081775,
18.068731430346116,12.134459129819103,
19.33849721258938,20.692944654909887,
10.372039048091608,-2.723746935279339,
12.061700100889723,-2.7415226271942075,
13.892531481007499,-2.752754727026467,
18.068731430346116,-2.7629224265658454,
19.33849721258938,-2.764265419980157,
10.372039048091608,0.06525923631826329,
12.061700100889723,0.04299571209176814,
13.892531481007499,0.030274431344890936,
18.068731430346116,0.01919064796623205,
19.33849721258938,0.017772358124284373,
10.372039048091608,-2.5399300233008244,
12.061700100889723,52.131185746204565,
13.892531481007499,5.484439165542794,
18.068731430346116,516.6873124336441,
19.33849721258938,316.70217521439145,
