Heat Treatment Time (h),Reduction Potential (V)
4.804572332997504,2.53792487408886,
5.799816021374189,2.4272713332880915,
13.257819936569245,2.211101027222923,
4.804572332997504,-0.25480199907567985,
5.799816021374189,-0.3568392181035419,
13.257819936569245,-0.5163515767412258,
4.804572332997504,-1.6168095527949191,
5.799816021374189,0.058584773930944856,
13.257819936569245,62.83981551649423,
4.804572332997504,4.282007175303978,
5.799816021374189,4.592160142346704,
13.257819936569245,12.784405115534037,
4.804572332997504,0.06201528715629079,
5.799816021374189,0.05652926958522675,
13.257819936569245,-0.3379587634836444,
