Reaction Temperature (°C),Bond Strength (MPa)
0.325298430354104,1.09945638368213,
6.718359689204803,0.7107930079068391,
7.826719400605626,0.6355747583825772,
13.080879198449033,0.4633764875256782,
18.803268735891287,0.32546525969827256,
0.325298430354104,-2.490291703196257,
6.718359689204803,-3.144903692092277,
7.826719400605626,-3.104909687932641,
13.080879198449033,-3.33256568994809,
18.803268735891287,-3.460883743899329,
0.325298430354104,0.7749443925004587,
6.718359689204803,0.3047808824750657,
7.826719400605626,0.27351339296909416,
13.080879198449033,0.0931785038165468,
18.803268735891287,-0.02671678524123597,
0.325298430354104,-6.635193944299724,
6.718359689204803,-0.9343464910508308,
7.826719400605626,5.242641796293723,
13.080879198449033,48.87869489854057,
18.803268735891287,493.2305159053505,
0.325298430354104,-0.12291436809761802,
6.718359689204803,1.120273396126763,
7.826719400605626,2.9395794766239014,
13.080879198449033,5.768818715413435,
18.803268735891287,6.322509569045388,
