Loading Concentration (%),Tensile Strength (MPa)
12.527293265280047,1.430806259218802,
15.744199170346477,-0.1454160674323477,
18.064415748013644,-4.115838054075173,
12.527293265280047,3.1761790843717845,
15.744199170346477,3.090534791039203,
18.064415748013644,3.034485120117322,
12.527293265280047,1.4577493770649497,
15.744199170346477,-0.7287992077465351,
18.064415748013644,-0.09188649361916301,
12.527293265280047,-5.405433052702976,
15.744199170346477,-5.443577711337225,
18.064415748013644,-5.504469174123981,
