Elongation At Break (%),Heat Of Crystallization (J/g)
4.793059775091278,9.552515849863145,
6.857087633546262,16.05960723736129,
8.72848697690131,35.66218362725705,
10.097043023226833,26.930760170189174,
10.618395118411657,9.667932319508768,
4.793059775091278,0.2191115589801509,
6.857087633546262,-0.04321962217726616,
8.72848697690131,-0.20710484692720443,
10.097043023226833,-0.22365698999192385,
10.618395118411657,-0.2447965422814009,
4.793059775091278,-0.31003714472203203,
6.857087633546262,6.648553872095871,
8.72848697690131,8.273952215918952,
10.097043023226833,12.973900518278176,
10.618395118411657,17.908765304201133,
4.793059775091278,9.097837624769731,
6.857087633546262,17.885411926896168,
8.72848697690131,20.38381509736721,
10.097043023226833,28.037169107266003,
10.618395118411657,8.698548592231814,
4.793059775091278,4.160085127552249,
6.857087633546262,4.191986119581444,
8.72848697690131,4.057894598860106,
10.097043023226833,4.050344674303155,
10.618395118411657,3.9888143488302834,
