wt% (%),X-ray Diffraction Intensity
4.293807009378876,-0.20385943237537885,
5.640908942325746,-0.2890385248181766,
18.020927308109968,-0.49978468110034663,
18.624040787267372,-0.5002315439717093,
19.602872934417416,-0.5012015874877028,
4.293807009378876,6.316522918954834,
5.640908942325746,6.448360303451772,
18.020927308109968,5.901282514231711,
18.624040787267372,5.89391395250547,
19.602872934417416,5.8777810380783375,
4.293807009378876,-0.549317593574316,
5.640908942325746,0.22322003332023233,
18.020927308109968,7.420565504581626,
18.624040787267372,9.719959317588629,
19.602872934417416,4.438399844144517,
