X-ray Dose (Gy),Thermal Stability (°C)
0.43700273715379767,4.324602872269924,
1.5626481544197168,4.074457618042871,
13.93629770982388,3.5163515184570335,
16.710085628218607,3.507693678171329,
0.43700273715379767,5.743048473375671,
1.5626481544197168,5.265933891786978,
13.93629770982388,4.519363188182932,
16.710085628218607,4.511179450040017,
0.43700273715379767,6.456260768911977,
1.5626481544197168,7.336724056262849,
13.93629770982388,109.34530872827057,
16.710085628218607,84.61275763179763,
0.43700273715379767,3.1787458567111764,
1.5626481544197168,3.202845557254227,
13.93629770982388,7.892726331710322,
16.710085628218607,8.707168596765108,
0.43700273715379767,-5.866651344838696,
1.5626481544197168,-5.940426054063098,
13.93629770982388,-6.583546700545127,
16.710085628218607,-6.640591021060803,
