Calcination Time (h),Decomposition Temperature (°C)
0.6435348744015523,-0.44799240323920886,0.97% barium strontium titanate/PEEK
3.528991291798904,-0.6617573733094189,0.97% barium strontium titanate/PEEK
13.230893340227848,-0.6071292956279724,0.97% barium strontium titanate/PEEK
16.601405892740434,9.577896813398015,0.97% barium strontium titanate/PEEK
17.804400456186652,6.787697199373017,0.97% barium strontium titanate/PEEK
0.6435348744015523,7.653996097455533,0.39% barium strontium titanate/PEEK
3.528991291798904,9.133574543765382,0.39% barium strontium titanate/PEEK
13.230893340227848,-23.584983659807975,0.39% barium strontium titanate/PEEK
16.601405892740434,31.331374587704516,0.39% barium strontium titanate/PEEK
17.804400456186652,-39.95811802677089,0.39% barium strontium titanate/PEEK
0.6435348744015523,1.3047235943902338,0.91% barium strontium titanate/PEEK
3.528991291798904,0.9096750841045023,0.91% barium strontium titanate/PEEK
13.230893340227848,0.5553661640876707,0.91% barium strontium titanate/PEEK
16.601405892740434,0.46982250607550347,0.91% barium strontium titanate/PEEK
17.804400456186652,0.43164991654159734,0.91% barium strontium titanate/PEEK
0.6435348744015523,3.8387797875609078,0.57% barium strontium titanate/PEEK
3.528991291798904,6.617920133334717,0.57% barium strontium titanate/PEEK
13.230893340227848,90.73170261901501,0.57% barium strontium titanate/PEEK
16.601405892740434,302.0618563506393,0.57% barium strontium titanate/PEEK
17.804400456186652,369.086356821398,0.57% barium strontium titanate/PEEK
