Stirring Speed (rpm),Heat Capacity (J/K)
1.8617775215255783,0.3284434842544983,
10.236312254996246,0.011250974601973662,
12.34352675393556,-0.06356927522643624,
1.8617775215255783,6.639271616144505,
10.236312254996246,5.896249852366474,
12.34352675393556,5.874055477798256,
1.8617775215255783,5.429331734094937,
10.236312254996246,27.927591582054575,
12.34352675393556,22.523613202059586,
1.8617775215255783,-4.797536587619673,
10.236312254996246,-5.307148571767708,
12.34352675393556,-5.422892951979108,
1.8617775215255783,6.41347060914736,
10.236312254996246,5.824607467435284,
12.34352675393556,5.724825258750397,
