Calcination Time (h),Loss Modulus (Pa)
0.8232520768766616,6.702512027662733,0.71% cellulose nanocrystal
7.364935315484457,18.232691726948772,0.71% cellulose nanocrystal
12.082516299015321,72.57982881557365,0.71% cellulose nanocrystal
12.890360824278822,35.60973367882083,0.71% cellulose nanocrystal
17.289295877891927,163.96002667527182,0.71% cellulose nanocrystal
0.8232520768766616,-7.323795521752868,0.08% cellulose nanocrystal
7.364935315484457,-5.242079309958166,0.08% cellulose nanocrystal
12.082516299015321,-4.330938786279971,0.08% cellulose nanocrystal
12.890360824278822,-2.4813496159638433,0.08% cellulose nanocrystal
17.289295877891927,-13.738900271997519,0.08% cellulose nanocrystal
0.8232520768766616,-3.144047208347092,0.35% cellulose nanocrystal
7.364935315484457,-3.5380016616426064,0.35% cellulose nanocrystal
12.082516299015321,-3.704469174817511,0.35% cellulose nanocrystal
12.890360824278822,-3.7258801736669103,0.35% cellulose nanocrystal
17.289295877891927,-3.832248910357377,0.35% cellulose nanocrystal
0.8232520768766616,-6.934569351709749,0.35% cellulose nanocrystal
7.364935315484457,-4.825062360477071,0.35% cellulose nanocrystal
12.082516299015321,-7.521283959614006,0.35% cellulose nanocrystal
12.890360824278822,-4.898584305446772,0.35% cellulose nanocrystal
17.289295877891927,4.041333962839628,0.35% cellulose nanocrystal
0.8232520768766616,-6.20919511757654,0.78% cellulose nanocrystal
7.364935315484457,-2.069772705573657,0.78% cellulose nanocrystal
12.082516299015321,35.39934544030545,0.78% cellulose nanocrystal
12.890360824278822,106.6716252661275,0.78% cellulose nanocrystal
17.289295877891927,-78.4292016425704,0.78% cellulose nanocrystal
