Nanoparticle Volume (%),Heat Capacity (J/K)
1.3536656748605025,2.653441143328546,
1.8325421693253596,3.3426307815835656,
7.958745254926467,3.8347389552895965,
8.253674503123724,3.2595864821423164,
15.776239852210935,6.435889541498793,
16.169296178558454,10.125500891396658,
1.3536656748605025,1.7148760958291707,
1.8325421693253596,1.6488363870825355,
7.958745254926467,1.973894149868381,
8.253674503123724,3.2263511379270007,
15.776239852210935,9.281222552932967,
16.169296178558454,-4.049705648864954,
1.3536656748605025,-4.195123990966595,
1.8325421693253596,-3.4796176732502477,
7.958745254926467,-1.1882733524937512,
8.253674503123724,-0.23961249974475596,
15.776239852210935,123.62940319296101,
16.169296178558454,69.2191210385638,
1.3536656748605025,6.158757139625339,
1.8325421693253596,6.370465579637348,
7.958745254926467,5.748268794911693,
8.253674503123724,5.799838461375063,
15.776239852210935,5.525610946860695,
16.169296178558454,5.511119037882495,
1.3536656748605025,-0.18190694621887094,
1.8325421693253596,-0.12964674830925293,
7.958745254926467,11.030402315342071,
8.253674503123724,8.380138171054888,
15.776239852210935,304.28371322596854,
16.169296178558454,76.07841355648591,
