Shear Rate (1/s),Melting Temperature (°C)
7.2815366945349265,-1.2805400936432396,0.71% Aluminium/PS
11.384338917624838,-0.1705509643393821,0.71% Aluminium/PS
11.844471543157669,0.8697321201053043,0.71% Aluminium/PS
13.427962259881046,-1.514381783159342,0.71% Aluminium/PS
7.2815366945349265,-1.6227047552082234,0.91% Aluminium/PS
11.384338917624838,1.7144583069824577,0.91% Aluminium/PS
11.844471543157669,2.3409195097676436,0.91% Aluminium/PS
13.427962259881046,0.192058681410602,0.91% Aluminium/PS
7.2815366945349265,-0.37057862409862485,0.51% Aluminium/PS
11.384338917624838,0.6627763253574468,0.51% Aluminium/PS
11.844471543157669,1.774705496011297,0.51% Aluminium/PS
13.427962259881046,-1.628152695502346,0.51% Aluminium/PS
