Incubation Time (h),Loss Modulus (Pa)
3.309508054486461,2.849848132445938,
8.379720311191278,2.1719474129077847,
18.252693528353884,15.863686606990253,
3.309508054486461,-3.203107020911074,
8.379720311191278,6.43562167679211,
18.252693528353884,398.47760905754063,
3.309508054486461,4.691865645950146,
8.379720311191278,5.6500670822065215,
18.252693528353884,-4.5024576792260635,
3.309508054486461,-7.059750487887009,
8.379720311191278,-7.306370499099731,
18.252693528353884,-7.379956206881527,
