Aging Temperature (°C),Thermal Resistance (K/W)
6,6.735182656459317,
10,6.180817183351177,
13,7.074415455513449,
16,7.508374544589444,
19,16.253990900501105,
0.07501880573230757,-4.903269438416183,
1.4865974913460778,-5.202871665144945,
11.60180541946701,-4.218491526839651,
12.118937214613206,-5.842487241084946,
18.938074227003064,-18.246882362323788,
2.1320517739381395,0.5938320366474454,
4.19951869655139,0.46676914600397634,
5.335154555998658,0.24454211631690526,
11.637873960208685,-0.02705998359268935,
18.970972180086566,-0.1731804331478236,
