Mechanical Strength (MPa),Shear Strength (MPa)
0.9383517602236058,1.0231519695020026,
4.184889867352601,0.6889486411039809,
4.859079887037463,0.5700713584267234,
6.149087407094154,0.47341450246565764,
14.823004242434166,0.363043459804314,
0.9383517602236058,-3.690659062462822,
4.184889867352601,-4.350757666040814,
4.859079887037463,-4.291922051829871,
6.149087407094154,-4.386765184641827,
14.823004242434166,-4.562401252774055,
0.9383517602236058,3.8567012394139333,
4.184889867352601,3.3887719971290533,
4.859079887037463,3.2732710588463307,
6.149087407094154,3.210678584841165,
14.823004242434166,3.0380810669947054,
0.9383517602236058,-5.88941985749634,
4.184889867352601,-6.374523587021452,
4.859079887037463,-6.398715036055817,
6.149087407094154,-6.45485046935071,
14.823004242434166,-6.633068312329476,
