Curing Temperature (°C),Crystallization Temperature (°C)
0.39973437705163706,-4.034530769331898,
8.218639504334577,-4.586579106817518,
9.515955405330029,-2.8831016114622123,
13.850551947570914,4.35330898791892,
0.39973437705163706,-2.564971677757648,
8.218639504334577,19.75918594049002,
9.515955405330029,6.8603237906601855,
13.850551947570914,84.01525961828962,
0.39973437705163706,5.731940051683067,
8.218639504334577,19.679526941831604,
9.515955405330029,26.723492906862575,
13.850551947570914,120.43121012205098,
0.39973437705163706,-4.868204048361279,
8.218639504334577,-4.8410124460166495,
9.515955405330029,-3.5693168680416627,
13.850551947570914,-0.3585914850866283,
