Electric Field (V/m),Bet Surface Area
0.08720622799475164,-4.900934235114935,0.37% carbon nanofibers/Bisphenol E cyanate ester resin
5.523801071104442,-5.433808484126769,0.37% carbon nanofibers/Bisphenol E cyanate ester resin
12.024849881663433,-5.700878488671132,0.37% carbon nanofibers/Bisphenol E cyanate ester resin
0.08720622799475164,7.623281880726486,0.17% carbon nanofibers/Bisphenol E cyanate ester resin
5.523801071104442,15.212800866705486,0.17% carbon nanofibers/Bisphenol E cyanate ester resin
12.024849881663433,89.60423230282389,0.17% carbon nanofibers/Bisphenol E cyanate ester resin
0.08720622799475164,8.336575865141675,0.51% carbon nanofibers/Bisphenol E cyanate ester resin
5.523801071104442,9.09232177064242,0.51% carbon nanofibers/Bisphenol E cyanate ester resin
12.024849881663433,9.202021934075614,0.51% carbon nanofibers/Bisphenol E cyanate ester resin
0.08720622799475164,-5.465726475022041,0.37% carbon nanofibers/Bisphenol E cyanate ester resin
5.523801071104442,-1.3820408975376504,0.37% carbon nanofibers/Bisphenol E cyanate ester resin
12.024849881663433,-3.760266007212403,0.37% carbon nanofibers/Bisphenol E cyanate ester resin
0.08720622799475164,-4.27331900624869,0.64% carbon nanofibers/Bisphenol E cyanate ester resin
5.523801071104442,-2.217081119426476,0.64% carbon nanofibers/Bisphenol E cyanate ester resin
12.024849881663433,-6.798321476484949,0.64% carbon nanofibers/Bisphenol E cyanate ester resin
