Drying Time (h),Conductivity (S/m)
2.2128455203330555,0.23235907313446047,
4.170020039114128,1.502924006319518,
5.240492631984662,5.531756175242918,
17.788107074196713,598.0651806071157,
2.2128455203330555,5.222429368304685,
4.170020039114128,7.439820817178693,
5.240492631984662,11.03844633336208,
17.788107074196713,138.3424369325869,
2.2128455203330555,6.4577789037255915,
4.170020039114128,6.1165820740576065,
5.240492631984662,6.0790124968383115,
17.788107074196713,5.874637489999807,
2.2128455203330555,-3.4256760633182277,
4.170020039114128,-3.513802945302826,
5.240492631984662,-3.614575295013225,
17.788107074196713,-3.8044546180102468,
2.2128455203330555,5.405295019076092,
4.170020039114128,5.174474097658508,
5.240492631984662,5.10978430510676,
17.788107074196713,4.932608258638843,
