Tensile Strength (MPa),Conductivity (S/m)
3.0437718634852096,0.09444446061342449,
6.317318470926461,0.02817197391010573,
12.561263813227761,-0.16663428062834407,
3.0437718634852096,-0.5106627201225711,
6.317318470926461,0.04860453999277725,
12.561263813227761,2.9467961814782893,
3.0437718634852096,-6.214872934524945,
6.317318470926461,-6.456573825551511,
12.561263813227761,-6.571847113311946,
3.0437718634852096,-5.0831275749775635,
6.317318470926461,3.0056583899880085,
12.561263813227761,23.294398517493022,
