Strain,Loss Modulus (Pa)
0.8199736857039519,1.9551648196606615,
7.402533029556297,1.3233984849233555,
16.695314275050386,1.226045896340316,
17.767141994794013,1.2236520302239244,
0.8199736857039519,5.1394548921193035,
7.402533029556297,11.446374249692807,
16.695314275050386,128.78702054956247,
17.767141994794013,658.0663172802971,
0.8199736857039519,-3.601481827176392,
7.402533029556297,7.1864789864616405,
16.695314275050386,184.85078132587495,
17.767141994794013,-130.01313431165346,
0.8199736857039519,-3.8768827839035622,
7.402533029556297,-3.0733184097345365,
16.695314275050386,4.740445225394165,
17.767141994794013,1.7154399106118579,
0.8199736857039519,6.869174723795073,
7.402533029556297,13.099657348868778,
16.695314275050386,201.48274946074784,
17.767141994794013,279.10679180222195,
