Mixing Time (min),Magnetic Permeability (H/m)
2.9548189680882953,8.21161530274993,
6.506487259400235,8.415232451991013,
13.0555378489203,9.499354779409352,
16.287495472079613,11.239437507772626,
2.9548189680882953,-1.4712367865924705,
6.506487259400235,-1.9741641397479972,
13.0555378489203,-3.5261306141809126,
16.287495472079613,-6.13348873560454,
2.9548189680882953,5.196446963371396,
6.506487259400235,13.489485087831772,
13.0555378489203,17.16210985328871,
16.287495472079613,-114.45784411539842,
2.9548189680882953,0.7460106313673784,
6.506487259400235,0.3454966813866227,
13.0555378489203,0.09615545170899842,
16.287495472079613,-0.005113424974431818,
