Magnetic Field Strength (T),Bet Surface Area
0.2608667884785687,2.018154614970443,
2.1006903460124238,1.6283236322542098,
10.910375048082027,1.0269483676379636,
14.144190321462995,1.0036458932984214,
0.2608667884785687,5.595833821513252,
2.1006903460124238,5.814954088649015,
10.910375048082027,5.0307929471534685,
14.144190321462995,4.928580142614285,
0.2608667884785687,-6.236825785892417,
2.1006903460124238,-5.707437640827875,
10.910375048082027,18.2984126112964,
14.144190321462995,101.00533840635585,
0.2608667884785687,0.3941235985405285,
2.1006903460124238,1.3603231537827627,
10.910375048082027,41.35889741558482,
14.144190321462995,32.401426874760666,
0.2608667884785687,4.740278988640464,
2.1006903460124238,4.817949591641732,
10.910375048082027,6.070513143489279,
14.144190321462995,3.6067413185685004,
