Nanoparticle Volume (%),Charge Transfer Resistance (Ω·m²)
2.284800564938576,4.617280417354292,
11.143225917878217,4.255855272152933,
14.735177755927706,4.15235552741082,
18.34379082001997,4.0894753921113205,
2.284800564938576,4.134042430444459,
11.143225917878217,3.5273081571903844,
14.735177755927706,3.50339427427212,
18.34379082001997,3.495794707505176,
2.284800564938576,-6.154793629010848,
11.143225917878217,-2.711736507336771,
14.735177755927706,-5.713004326038817,
18.34379082001997,-6.129962604926873,
2.284800564938576,-3.7118192455855983,
11.143225917878217,-3.404491306871532,
14.735177755927706,-1.9263600474282767,
18.34379082001997,-2.0795368066430715,
