Filler Content (%),Electric Field Strength (V/m)
1.784768232896008,-2.6314143575196383,
8.872849765387926,-3.0476920402558014,
14.406663728991475,-3.230322374259481,
16.55837352734053,-3.2573134480544588,
18.77808454361733,-3.3022027196718775,
1.784768232896008,8.707218515204868,
8.872849765387926,8.237974399897643,
14.406663728991475,8.089460019120414,
16.55837352734053,8.044584062079887,
18.77808454361733,7.993704221804368,
1.784768232896008,4.449106271339901,
8.872849765387926,4.006250470486873,
14.406663728991475,3.958105081233935,
16.55837352734053,3.9529211968339713,
18.77808454361733,3.948731574375686,
1.784768232896008,-1.4496475869127514,
8.872849765387926,-1.8502664859297109,
14.406663728991475,-2.0571413839096726,
16.55837352734053,-2.0950367807507755,
18.77808454361733,-2.1425697688169523,
1.784768232896008,2.418382076634246,
8.872849765387926,4.747046193399277,
14.406663728991475,5.535329253597476,
16.55837352734053,2.3836561667140588,
18.77808454361733,13.358669317721912,
