Melting Temperature (°C),Glass Transition Temperature (°C)
5.630799519448484,-3.584816203959077,
12.216125262687072,-4.022965820188787,
17.00887969839496,-4.109954550962131,
18.612543732989845,-4.133658815746454,
19.638967689440378,-4.14351398941335,
5.630799519448484,10.171223146995683,
12.216125262687072,35.62940976371108,
17.00887969839496,-245.83750189631758,
18.612543732989845,311.9259157141023,
19.638967689440378,103.70244369895929,
5.630799519448484,-0.6210358529566289,
12.216125262687072,-0.9048908110107522,
17.00887969839496,-1.0094936216201247,
18.612543732989845,-1.0462616088159047,
19.638967689440378,-1.057776076736705,
5.630799519448484,5.546754432876015,
12.216125262687072,4.958351533234399,
17.00887969839496,6.178098632950929,
18.612543732989845,-1.3496637350289875,
19.638967689440378,15.688971856226345,
5.630799519448484,-0.8363134042049583,
12.216125262687072,1.088335285561377,
17.00887969839496,0.5412120758885544,
18.612543732989845,8.367725361635165,
19.638967689440378,8.846648760813551,
