EV (V),Electronic Conductivity (S/m)
0.16229581502104073,0.1641097681661512,
8.777569328847763,13.188986478627932,
16.975414721624187,102.35317440917856,
17.967072017638895,688.799393793955,
0.16229581502104073,-2.441239207575989,
8.777569328847763,-3.1557041912520827,
16.975414721624187,-3.359720619539035,
17.967072017638895,-3.372244031008067,
0.16229581502104073,4.6019565713924075,
8.777569328847763,19.125973425681558,
16.975414721624187,-7.94503575987269,
17.967072017638895,326.59301243046804,
0.16229581502104073,2.181412380564127,
8.777569328847763,3.4296858138842743,
16.975414721624187,11.007544585375237,
17.967072017638895,8.489783581337896,
