Pore Volume (cm³/g),Ionic Conductivity (S/m)
3.660198029904118,8.418361827135582,
7.710009357001654,8.264428308281449,
8.45735091207477,8.247840736593119,
13.54362407894546,8.093713986866936,
13.771421001120004,8.085237903787077,
13.886542446810328,8.08174808910209,
17.900579973602337,7.998338507545907,
3.660198029904118,5.776376601346238,
7.710009357001654,5.5751783129849075,
8.45735091207477,5.549384236035728,
13.54362407894546,5.498898409694935,
13.771421001120004,5.498075904294453,
13.886542446810328,5.497404669128992,
17.900579973602337,5.485841137671806,
3.660198029904118,2.1696162921865714,
7.710009357001654,8.736501518054894,
8.45735091207477,20.581528413374407,
13.54362407894546,71.76659263447141,
13.771421001120004,89.17429365068433,
13.886542446810328,39.97554747564295,
17.900579973602337,322.44842417185384,
3.660198029904118,7.776715958820112,
7.710009357001654,8.27354483085627,
8.45735091207477,8.92931365455131,
13.54362407894546,7.954007226330937,
13.771421001120004,9.629162721746297,
13.886542446810328,12.793635598114754,
17.900579973602337,4.311516714309129,
