Reaction Time (h),Magnetoresistance
2.9916652498763407,6.793933374798427,
3.826988129084312,6.911776133140369,
4.059166851745493,7.072489971433304,
16.24443982909393,4.109577298780981,
18.554096108615695,14.488458646873259,
2.9916652498763407,-2.1606625071694383,
3.826988129084312,-2.2927257411417967,
4.059166851745493,-2.3472154830960967,
16.24443982909393,-2.642738207653611,
18.554096108615695,-2.6466323295402785,
2.9916652498763407,1.3869847035260046,
3.826988129084312,1.2618610267570352,
4.059166851745493,1.2320380329495688,
16.24443982909393,0.9346405909433387,
18.554096108615695,0.930762285051008,
