Electric Field (V/m),Coefficient Of Thermal Expansion (1/K)
0.07982067242425561,-4.9726119909648485,
0.30699559377725283,-5.0632034766451115,
0.8835610758215506,-5.350847048227647,
8.470006240165793,-5.660780627441748,
19.031421774340284,-5.926368522489167,
0.07982067242425561,4.0706403832343865,
0.30699559377725283,4.059834321273344,
0.8835610758215506,3.6241781215465307,
8.470006240165793,6.4765631360389975,
19.031421774340284,-11.819992385401056,
0.07982067242425561,-0.27382325317123724,
0.30699559377725283,-0.23885139118066134,
0.8835610758215506,-0.7504716465227692,
8.470006240165793,-0.8619244714900562,
19.031421774340284,-1.1242229884968689,
0.07982067242425561,0.5299141137682137,
0.30699559377725283,1.0914104632553328,
0.8835610758215506,0.6122718358919949,
8.470006240165793,0.2780580356986299,
19.031421774340284,-0.000253572391568202,
0.07982067242425561,4.452513484096878,
0.30699559377725283,4.612721689533522,
0.8835610758215506,4.65586377838633,
8.470006240165793,4.6049007758502345,
19.031421774340284,20.487740468005086,
